Curso,Nivel,Codigo,Edad,Genero,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias,Dedicacion,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
CIBERSEGURIDAD,SENIOR,1112000,12,Chica,Yo,2020 (online),Sí,Muy buena,,Inspector de acienda,Inspectora de acienda,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,4,5,1,2,5
CIBERSEGURIDAD,SENIOR,1112643,16,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Es Ingeniero agrónomo,Es Ingeniero agrónomo,Entre los primeros de la clase,Buen estudiante,5,5,5,1,5,5,5,4,5,4,5,5,5,5,4,4,4,4,1,4,3
CIBERSEGURIDAD,SENIOR,1203465,15,Chico,Yo,"2016, 2017, 2018, 2020 (online)",Sí,Muy buena,,Ingeniero,Bióloga,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,5,1,1,4,5,4,5,1,5,5,4,5,2,4,5,4,1,1,5
CIBERSEGURIDAD,SENIOR,1204000,15,Chica,Yo,"2018, 2019, 2020 (online)",Sí,Buena,,Economista,Profesora,Entre los primeros de la clase,Muy buen estudiante,4,5,4,2,1,4,5,4,4,1,4,4,4,4,2,4,3,3,1,2,4
CIBERSEGURIDAD,SENIOR,1204427,16,Chico,"Yo, Mis padres",No,Sí,Buena,,Profesor,Matrona,Entre los últimos de la clase,Dentro de la media,4,4,3,2,2,2,4,3,3,2,4,4,4,4,4,2,4,4,2,4,3
CIBERSEGURIDAD,SENIOR,1312674,15,Chico,Yo,No,No sé,Me da igual,,camarero,en una oficina,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,2,4,3,3,4,3,2,4,4,5,5,4,4,5,3,4,4,2,4,5
CIBERSEGURIDAD,SENIOR,1404365,16,Chico,Mis padres,2016,No,Buena,,enfermero,enfermero,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CIBERSEGURIDAD,SENIOR,1411232,16,Chico,Yo,No,Sí,Muy buena,,Fucionario,Aparejadora,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,3,5,1,5,5,5,5,4,5,4,5,1,5,5
CIBERSEGURIDAD,SENIOR,1411317,14,Chico,Yo,2019,Sí,Buena,,Ingeniero agrónomo,Ingeniero agrónomo,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,4,4,4,4,2,5,5,5,4,3,4,4,4,1,3,4
CIBERSEGURIDAD,SENIOR,1605063,15,Chico,Yo,No,Sí,Muy buena,,Abogado,Medico,Entre los primeros de la clase,Buen estudiante,5,5,4,2,1,4,5,4,5,1,5,5,5,5,1,5,3,5,1,2,5
CIBERSEGURIDAD,SENIOR,1612163,16,Chico,Yo,No,Sí,Buena,,Economia,Historia,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,4,2,3,3,4,4,4,2,4,4,3,4,2,3,3,4,1,2,4
CIBERSEGURIDAD,SENIOR,1712155,14,Chico,Yo,No,Sí,Buena,,abogado,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,3,2,2,3,5,4,3,3,4,4,4,3,4,3,4,4,1,2,3
CIBERSEGURIDAD,SENIOR,1908773,16,Chico,Mis padres,No,Sí,Buena,,Ingeniero,Ingeniera,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,3,2,2,3,4,4,4,2,4,4,4,4,3,3,4,4,2,4,4
CIBERSEGURIDAD,SENIOR,2105971,14,Chico,"Mis padres, Otros",No,Sí,Buena,,Trabaja en el área de la red eléctrica,Es farmacéutica,Entre los últimos de la clase,Buen estudiante,4,4,5,3,4,3,3,3,3,4,4,3,3,4,5,4,4,4,3,3,4
CIBERSEGURIDAD,SENIOR,2108257,14,Chico,Yo,No,No sé,Buena,,medico,medico,Entre los primeros de la clase,Muy mal estudiante,5,5,5,1,3,5,5,5,5,3,5,5,1,5,1,3,1,3,3,1,5
CIBERSEGURIDAD,SENIOR,2404298,15,Chico,Yo,No,Sí,Muy buena,,Ingeniero de telecomunicaciones,Ingeniera de telecomunicaciones,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,3,1,1,5
CIBERSEGURIDAD,SENIOR,2406134,17,Chico,Yo,No,Sí,Buena,,Profesor,Farmacia,Entre los primeros de la clase,Buen estudiante,5,5,5,2,5,4,5,5,5,2,5,5,5,5,2,4,4,5,2,4,4
CIBERSEGURIDAD,SENIOR,2408656,16,Chica,"Yo, Mis padres","2016, 2017, 2018, 2019, 2020 (online)",Sí,Buena,,Economista,Economista,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,1,4,5,3,4,2,4,5,5,5,4,4,4,5,1,4,5
CIBERSEGURIDAD,SENIOR,2502741,17,Chico,Yo,2019,Sí,Muy buena,,Informático,Editora,"Por el medio, pero más cerca de los primeros",Dentro de la media,5,4,5,1,1,4,5,4,4,4,5,5,5,4,1,4,3,3,1,1,3
CIBERSEGURIDAD,SENIOR,2605174,14,Chico,"Yo, Mis padres",No,No sé,Buena,,No lo se,Dentista,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,3,4,3,3,4,3,5,4,3,3,3,3,3,3,3,3,3
CIBERSEGURIDAD,SENIOR,2708000,14,Chica,Yo,No,Sí,Muy mala,,INE,BDE,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
CIBERSEGURIDAD,SENIOR,2901837,16,Chico,Yo,No,Sí,Muy buena,,informático,directora empresarial,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,2,4,5,4,4,1,4,5,5,5,1,3,4,4,1,1,4
CIBERSEGURIDAD,SENIOR,3003609,16,Chico,Yo,No,Sí,Buena,,Jefe de una empresa,No trabaja,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,3,2,2,3,4,3,4,4,5,4,4,4,3,4,4,4,2,3,4
CIENCIA EN LA COCINA,JUNIOR,311000,10,Chica,Yo,No,No sé,Muy buena,,Antes trabajaba de abogado.,Es farmacéutica,Entre los primeros de la clase,Muy buen estudiante,4,2,5,1,3,2,4,3,5,3,5,5,4,5,2,2,5,5,1,2,5
CIENCIA EN LA COCINA,JUNIOR,408000,11,Chico,Yo,No,No sé,Buena,,Ingeniero,Profesora,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,1,4,3,4,5,3,5,3,2,5,1,3,4,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,501000,12,Chico,Yo,No,Sí,Muy buena,,Es arquitecto,Es arquitecta,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,2,5,4,5,5,2,5,4,4,4,2,4,5,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,505000,12,Chica,Otros,No,No sé,Muy buena,,informática,informática,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,3,4,4,5,3,5,5,4,5,1,3,5,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,609000,9,Chico,"Yo, Mis padres",No,No sé,Me da igual,,No me acuerdo,Profesora en comillas,"Por el medio, pero más cerca de los últimos",Dentro de la media,5,3,3,1,2,2,1,3,3,2,5,3,2,1,5,2,5,4,2,5,3
CIENCIA EN LA COCINA,JUNIOR,706000,10,Chica,Yo,No,No sé,Buena,,profesor,profesor,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,4,5,1,1,4,4,4,4,2,5,4,4,4,3,4,4,4,2,1,5
CIENCIA EN LA COCINA,JUNIOR,803476,13,Chico,"Yo, Mis padres",No,Sí,Buena,,es abogado,es oficial de notaría,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,4,2,4,3,4,3,4,2,5,4,4,4,2,4,3,3,1,3,4
CIENCIA EN LA COCINA,JUNIOR,903000,10,Chica,"Yo, Mis padres",No,Sí,Muy buena,,en ingeniería,en ingeniería,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,5,1,3,3,3,3,5,3,5,3,3,3,2,3,5,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,911000,11,Chica,Mis padres,2019,No sé,Buena,,medicina,enfermera,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,5,2,3,4,4,4,5,4,5,3,4,4,2,2,5,5,1,3,4
CIENCIA EN LA COCINA,JUNIOR,1110000,10,Chico,Yo,No,Sí,Buena,,trabaja en una empresa farmacéutica,departamento de marketing en Adove,Entre los primeros de la clase,Buen estudiante,4,5,5,2,1,3,1,3,3,3,5,5,5,4,3,3,5,3,2,2,5
CIENCIA EN LA COCINA,JUNIOR,1206000,13,Chica,Yo,No,Sí,Muy buena,,iNGENIERO SUPERIOR,FISICA,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,2,2,4,4,4,4,5,3,4,4,3,4,5,4,1,3,5
CIENCIA EN LA COCINA,JUNIOR,1209000,11,Chico,Mis padres,No,No sé,Buena,,abogado,abogado,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,1,3,3,4,5,5,3,5,5,4,4,1,3,4,5,1,4,5
CIENCIA EN LA COCINA,JUNIOR,1312000,11,Chica,Yo,No,Sí,Buena,,Asesor,Matemática en banca,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,4,3,2,3,1,3,3,4,1,5,3,4,3,1,1,5,5,1,1,3
CIENCIA EN LA COCINA,JUNIOR,1312000,11,Chica,Yo,No,Sí,Buena,,Asesor financiero,Matemática en banca,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,1,4,5,4,5,4,5,4,5,4,1,2,5,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,1402000,10,Chico,"Yo, Mis padres",No,Sí,Buena,,Ingeniería,Abogado de empresa,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,2,5,2,5,1,5,4,5,4,2,3,3,5,1,2,5
CIENCIA EN LA COCINA,JUNIOR,1505000,11,Chica,Mis padres,No,No sé,Buena,,asesor,profesora de universidad,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,4,2,2,3,3,4,4,3,5,2,3,4,4,3,5,5,1,4,2
CIENCIA EN LA COCINA,JUNIOR,2110000,9,Chica,Mis padres,No,No sé,Mala,,no lo sè,no lo sè,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,3,3,5,3,3,3,2,3,3,5,4,3,3,3,3,2,3,4,3,4,3
CIENCIA EN LA COCINA,JUNIOR,2301000,10,Chica,Mis padres,No,No sé,Buena,,es secretario en un colegio,trabaja en un banco,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,3,4,3,3,5,3,4,4,4,4,4,4,4,3,1,4,4
CIENCIA EN LA COCINA,JUNIOR,2501000,10,Chica,Mis padres,No,No sé,Me da igual,,cónsul español en Boston,no lo sé,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,3,1,4,3,2,3,2,1,3,1,2,3,2,4,3,3,2,5,3,3
CIENCIA EN LA COCINA,JUNIOR,2505000,12,Chica,Yo,No,Sí,Buena,,medico,medico,Entre los primeros de la clase,Muy buen estudiante,5,4,5,2,2,3,4,4,5,2,5,5,4,5,5,4,4,5,1,4,5
CIENCIA EN LA COCINA,JUNIOR,2604000,10,Chica,Yo,No,Sí,Muy buena,,Ingeniero de Telecomunicaciones,Ingeniera de Telecomunicaciones,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,4,1,2,5
CIENCIA EN LA COCINA,JUNIOR,2707000,9,Chica,Yo,No,Sí,Buena,,en una empresa de electricidad y en esta universidad,en un banco,Entre los primeros de la clase,Buen estudiante,5,3,5,1,3,3,3,5,5,3,5,5,3,5,2,3,5,5,1,3,5
CIENCIA EN LA COCINA,JUNIOR,2707000,11,Chica,Yo,No,No sé,Buena,,Trabaja en esta universidad como profesor en uno de los laboratorios del segundo piso.,En el banco santander como contadora.,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,5,2,2,4,3,5,5,3,5,5,3,4,1,3,2,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,2802000,10,Chica,Yo,No,Sí,Buena,,es profesor de ingeneria mecanica y fluidos,en residencias de personas mayores,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,5,5,5,5,5,4,3,5,4,4,1,3,4
CIENCIA EN LA COCINA,JUNIOR,2812000,10,Chica,Mis padres,No,No sé,Buena,,Abogado,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,2,5,4,4,5,3,5,4,3,5,2,2,5,4,1,1,3
CIENCIA EN LA COCINA,JUNIOR,3103000,11,Chica,"Yo, Mis padres",No,No sé,Muy buena,,En ordenadores,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,3,4,3,4,5,2,5,5,3,4,2,3,5,5,1,3,5
CIENCIA EN LA COCINA,JUNIOR,71009000,11,Chica,"Yo, Mis padres",No,No sé,Buena,,Es ingeniero superior.,Es científica Física,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,3,5,3,5,5,3,5,3,3,5,1,3,5,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,140509000,12,Chico,Yo,No,No sé,Buena,,no lo sé,profesora de universidad en una facultad,Entre los primeros de la clase,Buen estudiante,4,3,3,1,3,2,2,4,4,3,5,2,2,3,3,2,4,3,2,5,2
CIENCIA EN LA COCINA,SENIOR,108000,13,Chica,Yo,No,No sé,Me da igual,,secretario en un colegio,en un banco,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,3,4,2,3,2,3,3,3,3,5,3,3,2,3,2,4,4,2,4,4
CIENCIA EN LA COCINA,SENIOR,190632,15,Chica,Yo,2020 (online),No sé,Buena,,Energías renovables,Medicina y psicología,Entre los primeros de la clase,Muy buen estudiante,3,2,4,1,3,2,3,4,4,3,4,3,3,5,3,3,4,3,1,3,5
CIENCIA EN LA COCINA,SENIOR,307399,13,Chica,Yo,No,Sí,Muy buena,,Es procesador de datos,Profesora de universidad,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,4,5,5,1,1,5
CIENCIA EN LA COCINA,SENIOR,904445,15,Chica,Yo,"2017, 2018, 2019",Sí,Me da igual,,abogado,decoradora de interiores,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,4,2,1,3,5,4,4,2,4,5,5,4,3,5,3,4,1,3,4
CIENCIA EN LA COCINA,SENIOR,1503293,14,Chico,"Yo, Mis padres",2019,No sé,Buena,,Director económico - financiero,Economista,Entre los primeros de la clase,Muy buen estudiante,3,4,5,1,2,3,3,3,4,3,4,3,3,4,3,3,3,5,3,3,4
CIENCIA EN LA COCINA,SENIOR,2904509,14,Chica,Yo,2018,Sí,Buena,,Auditor,Desarrolladora y guionista de contenidos elearning,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,5,1,2,3,3,3,4,1,5,5,4,5,3,3,5,5,1,2,5
CIENCIA EN LA COCINA,SENIOR,3010927,15,Chica,Yo,"2018, 2019",Sí,Muy buena,,Ingeniero eléctrico,Ingeniera eléctrica,Entre los primeros de la clase,Muy buen estudiante,4,5,4,1,1,4,5,4,4,1,5,5,5,4,2,4,4,4,1,1,3
DISEÑO 3D,JUNIOR,108000,11,Chico,Yo,2018,Sí,Muy buena,,marketing,directora de desarrollo  de negocio de uria menendez,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,4,5,4,5,1,5,5,5,5,2,5,5,5,1,2,5
DISEÑO 3D,JUNIOR,249000,10,Chica,"Yo, Mis padres",No,No sé,Muy buena,,En el banco de Espña,En Nokia,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,4,5,4,5,5,1,5,5,4,5,1,4,5,5,1,1,5
DISEÑO 3D,JUNIOR,330000,12,Chico,Mis padres,No,No sé,Buena,,mi padre  es empresiario,trabaja en los presupuestos de un banco,Entre los primeros de la clase,Buen estudiante,3,2,3,1,2,1,3,3,2,4,4,4,2,3,2,2,4,3,3,2,4
DISEÑO 3D,JUNIOR,506000,11,Chico,Mis padres,No,No sé,Buena,,En ingieneria,En un banco,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,3,3,3,3,4,3,5,4,3,4,2,3,5,5,1,3,4
DISEÑO 3D,JUNIOR,610000,10,Chica,Yo,2020 (online),Sí,Muy buena,,Inspector de acienda,Inspectora de acienda,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,2,5,5,3,5,1,5,5,5,5,3,5,3,4,1,2,5
DISEÑO 3D,JUNIOR,707000,11,Chico,Yo,No,Sí,Buena,,Ingeniero de minas,Dermatóloga,Entre los primeros de la clase,Buen estudiante,4,4,4,1,3,2,4,4,5,3,5,4,4,4,3,3,4,4,2,2,3
DISEÑO 3D,JUNIOR,804000,11,Chica,Yo,No,No sé,Buena,,ES PROFESOR DE ICADE Y TRABAJA EN FERROVIAL,HACE CURSOS DE UNIVERSIDADES,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,3,4,4,1,1,2,1,3,3,4,5,3,1,3,1,2,5,4,1,3,5
DISEÑO 3D,JUNIOR,812893,12,Chico,Yo,No,Sí,Muy buena,,Trabaja  como ingeniero informático,Trabaja  como ingeniera informática,Entre los primeros de la clase,Buen estudiante,5,3,5,1,1,5,4,5,5,2,5,5,4,5,2,3,5,5,1,2,5
DISEÑO 3D,JUNIOR,1104000,10,Chica,Yo,No,No sé,Buena,,"En  Volvo, es abogado","En Caixabank,es economista",Entre los primeros de la clase,Buen estudiante,5,3,5,1,3,5,3,4,5,3,5,3,3,5,3,4,5,5,1,2,5
DISEÑO 3D,JUNIOR,1310000,12,Chica,Yo,2020 (online),Sí,Muy buena,,matematico y financiero en el Corte Ingles,abogada colegiada en linea directa,Entre los primeros de la clase,Muy buen estudiante,5,4,5,3,2,4,4,2,4,2,5,4,4,4,4,4,4,4,1,4,5
DISEÑO 3D,JUNIOR,1311000,10,Chica,"Yo, Mis padres",No,No sé,Buena,,abogado,economista,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,4,3,3,4,3,5,4,3,4,3,3,4,5,2,3,4
DISEÑO 3D,JUNIOR,1311000,12,Chico,Yo,No,No sé,Buena,,financiero,ingeniera,Entre los primeros de la clase,Buen estudiante,3,4,5,2,3,2,3,4,4,3,5,4,3,4,5,3,4,5,1,4,5
DISEÑO 3D,JUNIOR,1505000,11,Chica,"Yo, Mis padres",No,No sé,Buena,,Ingeniería (enagas),Abogada (Cabot),"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,4,3,4,4,2,5,4,3,4,3,3,4,4,2,2,4
DISEÑO 3D,JUNIOR,1709000,12,Chico,Yo,2020 (online),Sí,Muy buena,,Química,Funcionaria,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,5,4,5,4,5,1,4,4,5,5,2,5,4,4,1,1,5
DISEÑO 3D,JUNIOR,1805000,10,Chico,"Yo, Mis padres",No,Sí,Buena,,informatica de ordenadores,no lo se,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,1,4,5,4,4,2,5,4,5,4,2,3,4,5,2,2,4
DISEÑO 3D,JUNIOR,1809000,11,Chica,Mis padres,"2019, 2020 (online)",No sé,Muy buena,,Dr. Ingeniero eléctrico,Ingeniera eléctrica,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,2,5,4,5,5,2,5,5,4,5,1,4,5,5,1,1,5
DISEÑO 3D,JUNIOR,2005000,11,Chico,Yo,No,No sé,Muy buena,,Es juez,Es profesora de comillas (derecho),"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,3,4,3,4,4,3,4,4,3,5,2,3,4,4,2,2,4
DISEÑO 3D,JUNIOR,2103000,11,Chica,"Yo, Mis padres",No,Sí,Muy buena,,"renaul, RCI",una de las jefas de compras de renaul,Entre los primeros de la clase,Buen estudiante,5,4,5,2,5,4,4,3,5,5,5,4,2,4,3,1,5,5,1,3,2
DISEÑO 3D,JUNIOR,2207000,11,Chico,Yo,2019,No sé,Buena,,no lo sé,no lo sé,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,3,1,4,2,4,4,4,3,3,4,4,4,3,3,4,3,1,2,2
DISEÑO 3D,JUNIOR,2209000,11,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Es abogado,Es abogada,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,3,5,5,5,2,5,5,5,5,2,1,5,5,1,2,5
DISEÑO 3D,JUNIOR,2501987,13,Chico,Yo,No,No sé,Muy buena,,"Director de campaña de aire libre, deportes y jardín en Alcampo.",Enfermera.,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,1,3,5,4,5,2,5,5,3,5,3,3,4,5,1,3,5
DISEÑO 3D,JUNIOR,2703772,12,Chica,Mis padres,2019,No sé,Buena,,Ingeniero,icade,Entre los primeros de la clase,Buen estudiante,3,3,4,2,3,3,2,3,4,3,5,3,2,3,4,2,4,4,2,1,3
DISEÑO 3D,JUNIOR,2808978,11,Chico,Mis padres,No,No sé,Mala,,FUNDAE,IFEMA,"Por el medio, pero más cerca de los últimos",Buen estudiante,3,2,4,2,3,1,3,3,2,2,5,2,3,3,4,2,4,4,3,4,5
DISEÑO 3D,JUNIOR,2810000,9,Chico,"Yo, Mis padres",No,No sé,Buena,,ingeNIERO,PERIODISTA,"Por el medio, pero más cerca de los últimos",Dentro de la media,3,3,4,3,1,4,3,1,3,2,4,3,4,3,3,3,3,3,1,3,3
DISEÑO 3D,JUNIOR,3009771,12,Chico,"Yo, Mis padres",No,No sé,Buena,,En el banco de España,En Nokia,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,2,4,5,1,1,5
DISEÑO 3D,JUNIOR,3012000,10,Chico,Yo,No,No sé,Buena,,funcionario,funcionaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,2,1,3,4,2,2,4,2,3,4,3,4,3,2,3,3,1,1,1
DISEÑO 3D,JUNIOR,3103499,11,Chica,"Yo, Mis padres",No,No sé,Muy buena,,En ordenadores,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,2,3,4,3,3,5,2,5,5,3,4,2,2,5,5,1,3,4
DISEÑO 3D,JUNIOR,7092010000,10,Chico,Yo,No,No,Buena,,Economía,Enfermeria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,2,5,1,2,3,1,3,4,3,4,3,2,3,1,1,4,4,4,2,4
DISEÑO 3D,SENIOR,7780,13,Chico,Mis padres,No,No sé,Muy buena,,seguros,lflyf,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,1,3,4,3,4,4,3,5,5,3,5,5,3,2,5,1,5,3
DISEÑO 3D,SENIOR,101483,14,Chico,Yo,2017,No sé,Me da igual,,en una empresa,registradora del estado,Entre los primeros de la clase,Muy buen estudiante,3,3,3,2,2,3,3,4,2,4,4,3,3,3,3,3,4,3,4,3,3
DISEÑO 3D,SENIOR,108999,14,Chica,Yo,No,No sé,Buena,,un banco,framacia,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,2,3,4,3,2,2,2,3,3,4,3,3,2,4,3,4,3,4,4,3
DISEÑO 3D,SENIOR,204543,16,Chica,Yo,2019,Sí,Muy buena,,Es ingeniero industrial,No trabaja,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,1,4,5,4,4,3,5,3,5,4,2,3,4,4,1,4,3
DISEÑO 3D,SENIOR,301382,15,Chico,Yo,No,Sí,Buena,,Telecomunicaciones,Telecomunicaciones,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,2,4,5,3,4,2,4,5,5,4,2,3,4,4,2,3,4
DISEÑO 3D,SENIOR,306394,16,Chica,Yo,No,No,Buena,,Es coordinador de negocios de una empresa,"No trabaja, ayuda en casa.",Entre los primeros de la clase,Muy buen estudiante,4,2,4,1,5,3,2,3,3,5,5,4,1,3,4,1,5,3,3,2,5
DISEÑO 3D,SENIOR,403898,16,Chico,Yo,"2017, 2019",Sí,Muy buena,,es arquitecto,es profesora de plástica,"Por el medio, pero más cerca de los últimos",Mal estudiante,4,5,5,2,1,2,4,4,3,2,4,4,5,5,2,3,3,2,1,4,4
DISEÑO 3D,SENIOR,605000,13,Chica,Yo,No,Sí,Muy buena,,Ingeniero,Profesora,Entre los primeros de la clase,Buen estudiante,4,5,5,1,1,3,5,5,4,1,5,5,5,4,1,5,5,4,1,1,5
DISEÑO 3D,SENIOR,807335,13,Chica,Yo,No,No sé,Muy buena,,Audiovisuales,Marketing,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,3,4,2,3,4,2,3,4,3,3,2,2,2,2,2,3,3
DISEÑO 3D,SENIOR,911000,12,Chico,Mis padres,No,No sé,Buena,,notario,registradora de la comunidad,Entre los primeros de la clase,Buen estudiante,4,3,5,5,2,3,4,2,4,2,4,5,3,5,2,3,3,3,2,1,4
DISEÑO 3D,SENIOR,1005194,15,Chico,"Yo, Mis padres",No,No sé,Buena,,NovoNordDisk una compaña medica .,Adobe presidenta de España en marketing.,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,4,1,3,1,2,4,3,5,5,2,3,3,4,2,5,5,4,3,3
DISEÑO 3D,SENIOR,1012271,15,Chico,Mis padres,No,Sí,Muy buena,,ingenieria,ingenieria,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,3,5,1,5,5,5,5,1,5,5,4,1,1,3
DISEÑO 3D,SENIOR,1306366,14,Chico,Yo,No,No sé,Buena,,infórmatico,Directora de recursos humanos,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,1,1,2,5,4,4,3,4,5,4,3,2,3,4,4,1,2,4
DISEÑO 3D,SENIOR,1711134,12,Chica,Yo,2019,Sí,Muy buena,,Periodista,Trabaja con el dinero del estado,Entre los primeros de la clase,Buen estudiante,5,4,4,1,1,4,5,4,5,1,5,5,5,5,5,5,5,5,1,1,5
DISEÑO 3D,SENIOR,2202269,14,Chico,Mis padres,No,No sé,Muy buena,,Bioquímico molecular,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,3,5,1,3,3,4,4,5,1,5,5,4,4,3,5,2,3,1,3,3
DISEÑO 3D,SENIOR,2206668,16,Chico,Yo,No,Sí,Buena,,Arquitectura,consultoría,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,4,4,4,4,2,5,4,4,4,3,4,4,3,1,3,2
DISEÑO 3D,SENIOR,2502000,14,Chica,Yo,No,Sí,Buena,,Derecho,Derecho,Entre los primeros de la clase,Muy buen estudiante,4,5,5,2,2,4,5,4,4,2,4,4,5,4,3,4,4,4,2,2,4
DISEÑO 3D,SENIOR,2807890,13,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,Ingeniería de telecomunicaciones,Aplicaciones de ordenador y marketing,Entre los primeros de la clase,Muy buen estudiante,2,2,3,3,4,1,2,3,2,4,4,3,2,2,3,2,3,3,3,2,4
DRONES,SENIOR,240549,16,Chico,"Yo, Mis amigos","2016, 2017, 2018, 2019",No sé,Muy buena,,Autonomo,Empresa,Entre los primeros de la clase,Buen estudiante,5,5,5,2,3,4,4,4,5,2,5,5,4,5,2,4,2,5,1,2,5
